Order,Text_title,sound,morphemes,Gloss,Category
470.0,lm3rof,is,[is],[Interr],
471.0,lm3rof,i!ʒur,[i-!ʒur],[3MS-be hypocritical],V
472.0,lm3rof,imi,[imi],[MS:mouth],N
473.0,lm3rof,nnun,[n-nun],[PossDet:2MP],
474.0,lm3rof,aʃku,[aʃku],[because],
475.0,lm3rof,immnʕa,[i-mmnʕa],[3MS-be unreachable],V
476.0,lm3rof,kra,[kra],[something],
477.0,lm3rof,iʁ,[iʁ],[if],
478.0,lm3rof,ak,[a-k],[dat:2MS],
479.0,lm3rof,nn,[nn],[deic],
480.0,lm3rof,iga,[i-ga],[3MS-be:pf],V
481.0,lm3rof,ssllum,[ssllum],[MS:scale],N
482.0,lm3rof,ifl,[i-fl],[3MS-leave:pf],V
483.0,lm3rof,k,[k],[Obj:2MS],
484.0,lm3rof,ukan,[ukan],[just],
485.0,lm3rof,ar,[ar],[AR],
486.0,lm3rof,k,[k],[Obj:2MS],
487.0,lm3rof,ittmnad,[i-tt-mnad],[3MS-watch:Impf],V
488.0,lm3rof,is,[is],[Comp],
489.0,lm3rof,tufit,[t-ufi-t],[2-find:pf-S],V
490.0,lm3rof,aʁaras,[a-ʁaras],[MSFS-path],N
491.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
492.0,lm3rof,a!llahinʕlkm,[a!llah inʕlkm],[May God curse you],V
493.0,lm3rof,a,[a],[Voc],
494.0,lm3rof,zajna,[zajna],[Zayna],N
495.0,lm3rof,ula,[ula],[too],
496.0,lm3rof,kiji,[kiji],[you:MS],N
497.0,lm3rof,a,[a],[Voc],
498.0,lm3rof,blla,[blla],[Bella],N
499.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
500.0,lm3rof,hati,[hati],[actually],
501.0,lm3rof,ʁikann,[ʁika-nn],[Like that],
502.0,lm3rof,a,[ad],[AD:Comp],
503.0,lm3rof,jgan,[i-ga-n],[3MS-be:pf-partic],V
504.0,lm3rof,!nndm,[!nndm],"[MS:poetry, chant]",N
505.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
506.0,lm3rof,wa,[awa],[so],
507.0,lm3rof,zajd,[zajd],[go ahead:Imper:2S],V
508.0,lm3rof,a,[a],[Voc],
509.0,lm3rof,muħmmad,[muħmmad],[muħmmad],N
510.0,lm3rof,sqsa,[sqsa],[ask:Imper:2S],V
511.0,lm3rof,t,[t],[Obj:3MS],
512.0,lm3rof,awa,[awa],[so],
513.0,lm3rof,mani,[mani],[where],
514.0,lm3rof,d,[d],[deic],
515.0,lm3rof,ikka,[i-kka],[3MS-visit:pf],V
516.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
517.0,lm3rof,ikka,[i-kka],[3MS-pass through:pf],V
518.0,lm3rof,d,[d],[deic],
519.0,lm3rof,awa,[awa],[so],
520.0,lm3rof,azaʁar,[a-zaʁar],[MSFS-plaine],N
521.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
522.0,lm3rof,mad,[mad],[Interr:what],
523.0,lm3rof,d,[d],[deic],
524.0,lm3rof,jusi,[i-usi],[3MS-usi],V
525.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
526.0,lm3rof,jusi,[i-usi],[3MS-usi],V
527.0,lm3rof,d,[d],[deic],
528.0,lm3rof,tisnt,[tisnt],[FS:salt],N
529.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
530.0,lm3rof,ira,[i-ra],[3MS-want:pf],V
531.0,lm3rof,a,[ad],[AD:Comp],
532.0,lm3rof,stt,[stt],[Obj:3FS],
533.0,lm3rof,izznz,[i-ss-nz],[3MS-Caus-sale:ao],V
534.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
535.0,lm3rof,imma,[imma],[whereas],
536.0,lm3rof,ʁwann,[ʁ-wa-nn],[DemProMS-Deic:that one],
537.0,lm3rof,wissin,[wiss sin],[MS:second],
538.0,lm3rof,mad,[mad],[Interr:what],
539.0,lm3rof,d,[d],[Deic],
540.0,lm3rof,jusi,[i-usi],[3MS-carry:pf],V
541.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
542.0,lm3rof,jusi,[i-usi],[3MS-carry:pf],V
543.0,lm3rof,d,[d],[deic],
544.0,lm3rof,kra,[kra],[some],
545.0,lm3rof,l,[n],[of],
546.0,lm3rof,lʁasul,[l-ʁasul],MS:lavender],N
547.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
548.0,lm3rof,imma,[imma],[whereas],
549.0,lm3rof,ʁwann,[ʁ-wa-nn],[DemProMS-Deic:that one],
550.0,lm3rof,!jadnin,[!jadnin],[other],
551.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
552.0,lm3rof,jusi,[i-usi],[3MS-hold:pf],V
553.0,lm3rof,d,[d],[Deic],
554.0,lm3rof,tasra,[tasra],[FS:Henna],N
555.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
556.0,lm3rof,sqsa,[sqsa],[ask:Imper:2S],V
557.0,lm3rof,t,[t],[Obj:3MS],
558.0,lm3rof,mnʃkk,[mnʃkk],[how much],
559.0,lm3rof,at,[ad],AD:Comp],
560.0,lm3rof,tswa,[t-swa],[2FS-cost:pf],V
561.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
562.0,lm3rof,ssalamuʕalajkum,[ssalamuʕalajkum],[peace on you],
563.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
564.0,lm3rof,ʕlikumssalam,[ʕlikumssalam],[peace on you],
565.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
566.0,lm3rof,mad,[mad],[Interr:what],
567.0,lm3rof,tzznzat,[t-ss-nza-t],[2-Caus-sale:Impf-S],V
568.0,lm3rof,a,[a],[Voc],
569.0,lm3rof,majsmnk,[ma ism n-k],[expression used when a person is unknown],
570.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
571.0,lm3rof,aʁar,[aʁar],[just],
572.0,lm3rof,tlla,[t-lla],[3FS-be:pf],V
573.0,lm3rof,darnʁ,[dar-nʁ],[at-1P],
574.0,lm3rof,imik,[imik],[some],
575.0,lm3rof,n,[n],[of],
576.0,lm3rof,tisnt,[tisnt],[FS:salt],N
577.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
578.0,lm3rof,ʁwann,[ʁ-wa-nn],[DemProMS-Deic:that one],
579.0,lm3rof,jiwi,[i-iwi],[3MS-bring:pf],V
580.0,lm3rof,d,[d],[deic],
581.0,lm3rof,tasra,[tasra],[FS:Henna],N
582.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
583.0,lm3rof,mnʃk,[mnʃk],[how much],
584.0,lm3rof,at,[ad],AD:Comp],
585.0,lm3rof,tswa,[t-swa],[2FS-cost:pf],V
586.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
587.0,lm3rof,a,[a],[Voc],
588.0,lm3rof,tswa,[t-swa],[2FS-cost:pf],V
589.0,lm3rof,!rbʕadryal,[!rbʕa d ryal],[four rials],N
590.0,lm3rof,i,[i],[to],
591.0,lm3rof,l!ʕbrt,[l-!ʕbrt],[FS:measure of seeds],N
592.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
593.0,lm3rof,awa,[awa],[so],
594.0,lm3rof,!llajhdik,[!llaj hdik],[Allah make you wise],
595.0,lm3rof,fk,[fk],[give:Imper:2S],V
596.0,lm3rof,aʁ,[a-ʁ],[dat:1P],
597.0,lm3rof,jat,[jat],[one:F],
598.0,lm3rof,l!ʕbrt,[l-!ʕbrt],[FS:measure of seeds],N
599.0,lm3rof,s,[s],[with],
600.0,lm3rof,tlatadrjal,[tlata d rjal],[three rials],N
601.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
602.0,lm3rof,hati,[hati],[actually],
603.0,lm3rof,taʁawsa,[taʁawsa],[FSFS:thing],N
604.0,lm3rof,iχ,[iχ],[if],
605.0,lm3rof,tt,[tt],[Obj:3FS],
606.0,lm3rof,id,[id],[deic],
607.0,lm3rof,jusi,[i-usi],[3MS-carry:pf],V
608.0,lm3rof,bnadm,[bnadm],[person],N
609.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
610.0,lm3rof,ajsħan,[ad i-sħa-n],[Idiom:really],V
611.0,lm3rof,ur,[ur],[neg],
612.0,lm3rof,sul,[sul],[yet],
613.0,lm3rof,riʁ,[ri-ʁ],[want:pf-1S],V
614.0,lm3rof,jat,[jat],[one:F],
615.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
616.0,lm3rof,aʁar,[aʁar],[just],
617.0,lm3rof,!llaj,[!llaj],[Allah],N
618.0,lm3rof,hnnik,[hnni-k],[live in peace:ao-2MS],V
619.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
620.0,lm3rof,imma,[imma],[whereas],
621.0,lm3rof,kiji,[kiji],[you:MS],N
622.0,lm3rof,a,[a],[Voc],
623.0,lm3rof,bab,[bab],[MS:owner],N
624.0,lm3rof,n,[n],[of],
625.0,lm3rof,lʁasul,[l-ʁasul],MS:lavender],N
626.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
627.0,lm3rof,lʁasul,[l-ʁasul],MS:lavender],N
628.0,lm3rof,a,[a],[Voc],
629.0,lm3rof,gwma,[gwma],[MS:Brother],N
630.0,lm3rof,iga,[i-ga],[3MS-be:pf],V
631.0,lm3rof,tlata,[tlata],[three],N
632.0,lm3rof,frank,[frank],[Franc],N
633.0,lm3rof,i,[i],[to],
634.0,lm3rof,l!ʕbrt,[l-!ʕbrt],[FS:measure of seeds],N
635.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
636.0,lm3rof,imma,[imma],[whereas],
637.0,lm3rof,kiji,[kiji],[you:MS],N
638.0,lm3rof,ja,[ja],[Oh you],
639.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
640.0,lm3rof,nkki,[nkki],[me],N
641.0,lm3rof,a,[a],[Voc],
642.0,lm3rof,gwma,[gwma],[MS:Brother],N
643.0,lm3rof,!sskwar,[!sskwar],[sugar],N
644.0,lm3rof,ad,[ad],[AD:Comp],
645.0,lm3rof,zznzaʁ,[ss-nza-ʁ],[Caus-sale:Impf-1S],V
646.0,lm3rof,nkki,[nkki],[me],
647.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
648.0,lm3rof,wajli,[wajli],[wajli],
649.0,lm3rof,ħtta,[ħtta],[too],
650.0,lm3rof,kiji,[kiji],[you:MS],N
651.0,lm3rof,!sskkwar,[!sskkwar],[MS:sugar],N
652.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
653.0,lm3rof,izd,[izd],[Interr],
654.0,lm3rof,luqt,[l-uqt],[FS:time],N
655.0,lm3rof,a,[a-d],[DemDet-Deic:this],
656.0,lm3rof,at,[ad],[AD:COMP],
657.0,lm3rof,ttasin,[tt-asi-n],[carry:Impf-3MP],V
658.0,lm3rof,mddn,[mddn],[people],
659.0,lm3rof,!sskkwar,[!sskkwar],[MS:sugar],N
660.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
661.0,lm3rof,inwa,[i-nwa],[3MS-swollen:pf],V
662.0,lm3rof,kullu,[kullu],[all],
663.0,lm3rof,wasif,[w-asif],[MSCS-river],N
664.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
665.0,lm3rof,illa,[i-lla],[3MS-be:pf],V
666.0,lm3rof,!rrmman,[!rrmman],[MS:pomegranate],N
667.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
668.0,lm3rof,illa,[i-lla],[3MS-be:pf],V
669.0,lm3rof,lmʃmaʃ,[l-mʃmaʃ],[MS:apricot],N
670.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
671.0,lm3rof,illa,[i-lla],[3MS-be:pf],V
672.0,lm3rof,lχuχ,[l-χuχ],[MS:peach fruit],N
673.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
674.0,lm3rof,ilint,[ili-nt],[be:ao-3FP],V
675.0,lm3rof,taqqajin,[ta-qqaj-in],[FPFS:datte],N
676.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
677.0,lm3rof,jili,[i-ili],[3MS-be:ao],V
678.0,lm3rof,lgrgaʕ,[l-grgaʕ],[MS:walnut],N
679.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
680.0,lm3rof,tinit,[t-ini-t],[2-say:ao-S],V
681.0,lm3rof,kiji,[kiji],[you:MS],N
682.0,lm3rof,!sskkwar,[!sskkwar],[MS:sugar],N
683.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
684.0,lm3rof,ma,[ma],[Interr:who],
685.0,lm3rof,rat,[rad],[RAD],
686.0,lm3rof,t,[t],[Obj:3MS],
687.0,lm3rof,dark,[dar-k],[at-2MS],
688.0,lm3rof,i!som,[i-!sum],[3MS-cost],V
689.0,lm3rof,s,[s],[with],
690.0,lm3rof,ttaman,[l-taman],[MS:price],N
691.0,lm3rof,lli,[lli],[RelPro],
692.0,lm3rof,iga,[i-ga],[3MS-be:pf],V
693.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
694.0,lm3rof,awa,[awa],[so],
695.0,lm3rof,gwma,[gwma],[MS:Brother],N
696.0,lm3rof,ssliʕt,[ssliʕt],[FS:goods],N
697.0,lm3rof,iknna,[iknna],[whatever],
698.0,lm3rof,tga,[t-ga],[3FS-be:pf],V
699.0,lm3rof,rat,[rad],[RAD],
700.0,lm3rof,tnz,[t-nz],[3FS-sale:ao],V
701.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
702.0,lm3rof,!llah,[!llah],[MS:God],N
703.0,lm3rof,iʒʕl,[i-ʒʕl],[3MS-make:ao],V
704.0,lm3rof,l!baraka,[l-!baraka],[FS:benediction],N
705.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
706.0,lm3rof,mad,[mad],[Interr:what],
707.0,lm3rof,awa,[awa],[so],
708.0,lm3rof,iga,[i-ga],[3MS-be:pf],V
709.0,lm3rof,ʁwann,[ʁ-wa-nn],[DemProMS-Deic:that one],
710.0,lm3rof,d,[d],[deic],
711.0,lm3rof,jiwnn,[i-iwn-n],[3MS-come through:ao],V
712.0,lm3rof,i,[i],[to],
713.0,lm3rof,wasif,[w-asif],[MSCS-river],N
714.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
715.0,lm3rof,hann,[ha-nn],[presentative-deic],
716.0,lm3rof,aknari,[a-knari],[MSFS-prickly pear],N
717.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
718.0,lm3rof,ini,[ini],[tell:Imper:2S],V
719.0,lm3rof,jas,[a-s],[dat:3MS],
720.0,lm3rof,nn,[nn],[Deic],
721.0,lm3rof,iqqn,[i-qqn],[3MS-close:pf],V
722.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
723.0,lm3rof,mad,[mad],[Interr:what],
724.0,lm3rof,awa,[awa],[so],
725.0,lm3rof,tʃttat,[t-ʃtta-t],[2S-eat:Impf-2S],V
726.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
727.0,lm3rof,hann,[ha-nn],[presentative-deic],
728.0,lm3rof,awa,[awa],[so],
729.0,lm3rof,ur,[ur],[neg],
730.0,lm3rof,a,[ar],[AR:NEG],
731.0,lm3rof,ʃttaʁ,[ʃtta-ʁ],[eat:Impf-1S],V
732.0,lm3rof,amja,[amja],[nothing],N
733.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
734.0,lm3rof,a,[ad],[AD:Comp],
735.0,lm3rof,jak,[a-k],[dat:2MS],
736.0,lm3rof,iʃʃ,[i-s-ʃʃ],[3MS-Caus-eat:ao],V
737.0,lm3rof,!rbbi,[!rbbi],[MS:God],N
738.0,lm3rof,aqqdn,[a-qqd-n],embers,N
739.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
740.0,lm3rof,qqnn,[qqn-n],[close:pf-3MP],V
741.0,lm3rof,mddn,[mddn],[people],
742.0,lm3rof,aknari,[a-knari],[MSFS-prickly pear],N
743.0,lm3rof,!rbʕjam,[!rbʕjam],[four days],N
744.0,lm3rof,a,[ad],[AD:Comp],
745.0,lm3rof,ja,[a-d],[DemDet-Deic:this] ,
746.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
747.0,lm3rof,ukan,[ukan],[just],
748.0,lm3rof,tawnd,[t-awn-t],[2-???:ao-S],V
749.0,lm3rof,d,[d],[deic],
750.0,lm3rof,kiji,[kiji],[you:MS],
751.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
752.0,lm3rof,jan,[jan],[someone],
753.0,lm3rof,iʃʃan,[i-ʃʃa-n],[3MS-eat:pf-partic],V
754.0,lm3rof,kra,[kra],[some],
755.0,lm3rof,ifk,[i-fk],[3MS-give:ao],V
756.0,lm3rof,l!χtijt,[l-!χtij-t],[FS:penalty],N
757.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
758.0,lm3rof,ifk,[i-fk],[3MS-give:ao],V
759.0,lm3rof,a!zzajn,[a-!zzajn],[MSFS-fine],N
760.0,lm3rof,i,[i],[to],
761.0,lm3rof,wmʁar,[w-mʁar],[MSCS-Community leader],N
762.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
763.0,lm3rof,ifk,[i-fk],[3MS-give:ao],V
764.0,lm3rof,kulʃi,[kulʃi],[all],
765.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
766.0,lm3rof,awa,[awa],[so],
767.0,lm3rof,gwma,[gwma],[MS:Brother],N
768.0,lm3rof,hati,[hati],[actually],
769.0,lm3rof,nkkni,[nkkni],[we:M],
770.0,lm3rof,ur,[ur],[neg],
771.0,lm3rof,nssn,[n-ssn],[1P-know:pf],V
772.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
773.0,lm3rof,nkkni,[nkkni],[we:M],
774.0,lm3rof,ʁ,[ʁ],[in],
775.0,lm3rof,uzaʁar,[u-zaʁar],[MSCS-zaʁar],N
776.0,lm3rof,ur,[ur],[neg],
777.0,lm3rof,a,[ad],[AD:Comp],
778.0,lm3rof,gis,[gi-s],[in-3MS],
779.0,lm3rof,nttqqn,[n-tt-qqn],[1P-close:Impf],V
780.0,lm3rof,aknari,[a-knari],[MSFS-prickly pear],N
781.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
782.0,lm3rof,kwnni,[kwnni],[you:MP],
783.0,lm3rof,a,[a],[Voc],
784.0,lm3rof,gwma,[gwma],[MS:Brother],N
785.0,lm3rof,ʁid,[ʁi-d],[here],
786.0,lm3rof,tʕzza,[t-ʕzza],[3FS-be lovable:pf],V
787.0,lm3rof,darun,[dar-un],[at-2MP],
788.0,lm3rof,tknarit,[t-knari-t],[FSCS-prickly pear],N
789.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
790.0,lm3rof,zajd,[zajd],[go ahead:Imper:2S],V
791.0,lm3rof,awa,[awa],[so],
792.0,lm3rof,mani,[mani],[where],
793.0,lm3rof,ʁ,[ʁ],[in],
794.0,lm3rof,at,[ad],[AD:Comp],
795.0,lm3rof,ttlʕabt,[t-tt-lʕab-t],[2S-play:Impf-2S],V
796.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
797.0,lm3rof,ur,[ur],[neg],
798.0,lm3rof,sul,[sul],[yet],
799.0,lm3rof,iga,[i-ga],[3MS-be:pf],V
800.0,lm3rof,uknari,[u-knari],[MSCS-prickly pear],N
801.0,lm3rof,l!hdrt,[l-!hdr-t],[FS:joke],N
802.0,lm3rof,ula,[ula],[and],
803.0,lm3rof,talluzin,[ta-lluz-in],[FSFS:almond],N
804.0,lm3rof,ula,[ula],[and],
805.0,lm3rof,kullu,[kullu],[all],
806.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
807.0,lm3rof,awa,[awa],[so],
808.0,lm3rof,gwma,[gwma],[MS:Brother],N
809.0,lm3rof,samħ,[samħ],[forgive:Imper:2S],V
810.0,lm3rof,iji,[iji],[dat:1S],
811.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
812.0,lm3rof,awa,[awa],[so],
813.0,lm3rof,hajjaʁ,[ha-aʁ],[DEM-1P],
814.0,lm3rof,nsamħ,[n-samħ],[1P-forgive:pf],V
815.0,lm3rof,ak,[a-k],[dat:2MS],
816.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
817.0,lm3rof,sawl,[sawl],[speak:Imper:2S],V
818.0,lm3rof,ata,[ata],[you:F],
819.0,lm3rof,a,[a],[Voc],
820.0,lm3rof,nʒma,[nʒma],[Nejma],N
821.0,lm3rof,ʕddi,[ʕddi],[Aaddi],N
822.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
823.0,lm3rof,nʕam,[nʕam],[yes],
824.0,lm3rof,ata,[ata],[you:F],
825.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
826.0,lm3rof,izd,[izd],[Interr],
827.0,lm3rof,ata,[ata],[you:F],
828.0,lm3rof,jiwrri,[i-iwrri],[3MS-turn back:pf],V
829.0,lm3rof,iwi,[iwi],[MS:son],N
830.0,lm3rof,m,[m],[your],
831.0,lm3rof,zzʁ,[zzʁ],[from],
832.0,lm3rof,!ddarl!bida,[!ddar l!bida],[Casablanca],N
833.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
834.0,lm3rof,juʃka,[i-uʃka],[3MS-come:pf],V
835.0,lm3rof,d,[d],[deic],
836.0,lm3rof,a,[a],[Voc],
837.0,lm3rof,wltma,[ultma],[FS:sister],N
838.0,lm3rof,ndi,[ndi],[before],
839.0,lm3rof,wass,[w-ass],[MSCS-day],N
840.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
841.0,lm3rof,is,[is],[Interr],
842.0,lm3rof,ata,[ata],[you:F],
843.0,lm3rof,isqqsa,[i-sqqsa],[3MS-ask after:pf],V
844.0,lm3rof,ʁ,[ʁ],[about],
845.0,lm3rof,blʕid,[blʕid],[Belaid],N
846.0,lm3rof,nnaʁ,[n-naʁ],[PossDet:2P],
847.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
848.0,lm3rof,isqqsa,[i-sqqsa],[3MS-ask after:pf],V
849.0,lm3rof,wkan,[ukan],[at least],
850.0,lm3rof,gis,[gi-s],[in-3MS],
851.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
852.0,lm3rof,hatinn,[ha-t-inn],[presentative-3MS-deic],
853.0,lm3rof,ar,[ar],[AR],
854.0,lm3rof,as,[a-s],[dat:3S],
855.0,lm3rof,ittʕawad,[i-tt-ʕawad],[3MS-tell:Impf],V
856.0,lm3rof,u!mʒʒud,[u-!mʒʒud],[MSCS-scabby],N
857.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
858.0,lm3rof,inna,[i-nna],[3MS-say:pf],V
859.0,lm3rof,jas,[a-s],[dat:3S],
860.0,lm3rof,i!rbbi,[i!rbbi],[Please],N
861.0,lm3rof,a,[ad],[ADComp],
862.0,lm3rof,nn,[nn],[Deic],
863.0,lm3rof,tinit,[t-ini-t],[2-say:ao-S],V
864.0,lm3rof,i,[i],[to],
865.0,lm3rof,jnna,[inna],[FS:mother],N
866.0,lm3rof,bllʁ,[bllʁ],[transmit:imper:2S],V
867.0,lm3rof,as,[a-s],[dat:3FS],
868.0,lm3rof,sslam,[sslam],[hello],N
869.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
870.0,lm3rof,iʁ,[iʁ],[if],
871.0,lm3rof,tufam,[t-ufa-m],[2-find:pf-MP],V
872.0,lm3rof,kra,[kra],[some],
873.0,lm3rof,n,[n],[of],
874.0,lm3rof,uqʃʃab,[u-qʃʃab],[MSCS-dress],N
875.0,lm3rof,ad,[ad],[AD:Comp],
876.0,lm3rof,iji,[iji],[dat:1S],
877.0,lm3rof,t,[t],[Obj:3MS],
878.0,lm3rof,id,[id],[deic],
879.0,lm3rof,taznm,[t-azn-m],[2-send:ao-MP],V
880.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
881.0,lm3rof,hati,[hati],[actually],
882.0,lm3rof,ur,[ur],[neg],
883.0,lm3rof,dari,[dar-i],[at-1S],
884.0,lm3rof,illi,[i-lli],[3MS-be:pfneg],V
885.0,lm3rof,umja,[u-mja],[MSCS-nothing],N
886.0,lm3rof,ma,[mad],[Pron:what],
887.0,lm3rof,nn,[nn],[Deic],N
888.0,lm3rof,lssaʁ,[lssa-ʁ],[wear:Impf-1S],V
889.0,lm3rof,s,[s],[to],
890.0,lm3rof,tmazirt,[t-mazir-t],[MSCS-country],N
891.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
892.0,lm3rof,aħjjana,[aħjjana],[alas],
893.0,lm3rof,a,[a],[Voc],
894.0,lm3rof,jmmi,[jmmi],[FS:mother],N
895.0,lm3rof,ħnna,[ħnna],[cherished],
896.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
897.0,lm3rof,ftan,[fta-n],[leave:pf-3MP],V
898.0,lm3rof,mddn,[mddn],[people],N
899.0,lm3rof,skrn,[skr-n],[do:pf-3MP],V
900.0,lm3rof,!tumubilat,[!tumubil-at],[FP:cars],N
901.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
902.0,lm3rof,skrn,[skr-n],[do:pf-3MP],V
903.0,lm3rof,lkrars,[l-krars],[FP:carts],N
904.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
905.0,lm3rof,gan,[ga-n],[be:pf-3MP],V
906.0,lm3rof,irgazn,[i-rgaz-n],[MPFS:man],N
907.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
908.0,lm3rof,i!χssa,[i-!χssa],[3MS-must:pf],V
909.0,lm3rof,ad,[ad],[AD:Comp],
910.0,lm3rof,aznʁ,[azn-ʁ],[send:ao-1S],V
911.0,lm3rof,aʒllabi,[a-ʒllabi],[MSFS-Jellaba],N
912.0,lm3rof,i,[i],[to],
913.0,lm3rof,w!mʒʒud,[w-!mʒʒud],[MSCS-scabby],N
914.0,lm3rof,at,[ad],[AD:Comp],
915.0,lm3rof,t,[t],[Obj:3MS],
916.0,lm3rof,id,[id],[deic],
917.0,lm3rof,ils,[i-ls],[1MS-ls:ao],V
918.0,lm3rof,ʁ,[ʁ],[into],
919.0,lm3rof,!ddarl!bida,[!ddar l!bida],[Casablanca],N
920.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
921.0,lm3rof,awahjanw,[awahjanw],[Interjection],
922.0,lm3rof,awahjanw,[awahjanw],[Interjection],
923.0,lm3rof,a,[a],[Voc],
924.0,lm3rof,jmmi,[jmmi],[my mother],N
925.0,lm3rof,ħnna,[ħnna],cherished,
926.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
927.0,lm3rof,izd,[izd],[Interr],
928.0,lm3rof,ʕli,[ʕli],[Ali],N
929.0,lm3rof,nnun,[n-nun],[PossDet:2MP],
930.0,lm3rof,hann,[ha-nn],[presentative-deic],
931.0,lm3rof,iga,[i-ga],[3MS-be:pf],V
932.0,lm3rof,!ʃʃafor,[!ʃʃafor],[MS:driver],N
933.0,lm3rof,ar,[ar],[AR],
934.0,lm3rof,i!tt!sug,[i-!tt-!sug],[3MS-drive:Impf],V
935.0,lm3rof,!tbark llah,[!tbark llah],[bravo],
936.0,lm3rof,l!krrusa,[l-!krrusa],[FS:cart],N
937.0,lm3rof,ʁijjid,[ʁijjid],[by night],N
938.0,lm3rof,ula,[ula],[and],
939.0,lm3rof,azal,[azal],[MSFS:day],N
940.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
941.0,lm3rof,ar,[ar],[AR],
942.0,lm3rof,tt,[tt],[Obj:3fS],
943.0,lm3rof,i!tt!sug,[i-!tt-!sug],[3MS-drive:Impf],V
944.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
945.0,lm3rof,ar,[ar],[AR],
946.0,lm3rof,tt,[tt],[Obj:3fS],
